DeliveryID,TransporterID,DepartureDate,ArrivalDate,Distance_km,Cost,SKU,Quantity
D11162,T001,2023-05-05,2023-05-09,758,904.42,SKU-593,177
D11163,T004,2023-03-10,2023-03-17,163,136.59,SKU-304,19
D11164,T012,2023-11-03,2023-11-07,1151,1816.01,SKU-244,75
D11165,T003,2023-12-05,2023-12-10,1120,844.19,SKU-025,14
D11166,T012,2023-11-13,2023-11-19,584,708.62,SKU-102,11
D11167,T006,2023-06-19,2023-06-22,1572,2631.25,SKU-073,30
D11168,T011,2023-12-23,2023-12-24,906,1151.38,SKU-538,150
D11169,T012,2023-08-23,2023-08-27,781,1146.41,SKU-282,104
D11170,T001,2023-06-27,2023-07-06,1636,1894.54,SKU-463,129
D11171,T006,2023-03-09,2023-03-16,1184,1576.99,SKU-498,75
D11172,T002,2023-12-27,2024-01-06,1386,1819.64,SKU-501,109
D11173,T007,2023-09-11,2023-09-16,847,1344.91,SKU-589,128
D11174,T008,2023-05-08,2023-05-16,1030,1764.56,SKU-326,10
D11175,T012,2023-06-03,2023-06-19,1696,2612.59,SKU-542,121
D11176,T006,2023-08-08,2023-08-09,834,1164.25,SKU-122,151
D11177,T004,2023-06-10,2023-06-14,46,37.06,SKU-100,18
D11178,T008,2023-09-03,2023-09-18,563,1002.07,SKU-287,40
D11179,T003,2023-03-01,2023-03-16,1281,847.91,SKU-383,179
D11180,T008,2023-06-13,2023-06-17,1062,1621.0,SKU-260,14
D11181,T003,2023-09-08,2023-09-11,365,238.46,SKU-518,42
D11182,T008,2023-10-06,2023-10-16,820,1349.29,SKU-190,180
D11183,T011,2023-04-26,2023-05-04,1469,1929.16,SKU-150,32
D11184,T012,2023-01-16,2023-01-27,1684,2202.79,SKU-600,94
D11185,T001,2023-05-10,2023-05-12,58,76.44,SKU-358,20
D11186,T008,2023-02-27,2023-03-04,701,1173.23,SKU-145,143
D11187,T011,2023-05-20,2023-05-22,742,1022.16,SKU-423,196
D11188,T001,2023-12-03,2023-12-10,120,174.36,SKU-402,85
D11189,T001,2023-06-08,2023-06-10,1696,2365.51,SKU-065,20
D11190,T002,2023-03-16,2023-04-04,356,465.91,SKU-008,31
D11191,T011,2023-11-20,2023-11-23,956,1259.1,SKU-598,40
D11192,T012,2023-06-08,2023-06-13,846,1174.01,SKU-128,6
D11193,T007,2023-10-17,2023-11-02,664,1045.93,SKU-431,54
D11194,T003,2023-07-06,2023-07-12,551,454.61,SKU-119,31
D11195,T005,2023-04-25,2023-05-02,560,456.83,SKU-006,6
D11196,T008,2023-09-02,2023-09-18,1601,2400.11,SKU-390,154
D11197,T007,2023-11-21,2023-11-28,126,217.19,SKU-524,132
D11198,T007,2023-11-05,2023-11-14,716,1095.45,SKU-538,107
D11199,T008,2023-09-20,2023-09-25,520,715.92,SKU-440,155
D11200,T009,2023-04-07,2023-04-21,799,1304.57,SKU-278,2
D11201,T004,2023-07-10,2023-07-19,1231,1201.48,SKU-522,78
D11202,T007,2023-01-17,2023-02-02,388,617.56,SKU-253,2
D11203,T002,2023-04-11,2023-04-12,293,371.21,SKU-318,163
D11204,T008,2023-09-21,2023-10-06,1460,2582.81,SKU-104,56
D11205,T002,2023-10-19,2023-10-27,866,1011.45,SKU-170,38
D11206,T010,2023-06-23,2023-06-30,873,751.51,SKU-401,25
D11207,T012,2023-04-08,2023-04-14,1356,1983.52,SKU-107,155
D11208,T005,2023-01-21,2023-01-26,975,667.32,SKU-554,9
D11209,T005,2023-02-08,2023-02-12,1639,1189.25,SKU-370,183
D11210,T003,2023-12-24,2023-12-29,1642,1391.52,SKU-302,172
D11211,T010,2023-08-20,2023-09-06,1152,1056.67,SKU-456,91
D11212,T009,2023-04-18,2023-04-29,252,333.14,SKU-083,181
D11213,T010,2023-11-11,2023-11-24,79,74.77,SKU-028,175
D11214,T010,2023-08-22,2023-08-29,902,750.78,SKU-401,65
D11215,T002,2023-09-05,2023-09-20,596,713.22,SKU-089,97
D11216,T002,2023-11-09,2023-11-15,1336,1439.48,SKU-171,187
D11217,T006,2023-06-28,2023-07-07,1007,1543.02,SKU-006,93
D11218,T006,2023-08-11,2023-08-19,562,898.82,SKU-296,191
D11219,T007,2023-02-02,2023-02-04,636,858.22,SKU-445,183
D11220,T008,2023-10-15,2023-10-18,1313,2078.4,SKU-362,173
D11221,T005,2023-03-22,2023-04-07,204,156.35,SKU-354,161
D11222,T004,2023-10-20,2023-10-30,438,384.31,SKU-151,144
D11223,T005,2023-01-12,2023-01-25,368,248.83,SKU-070,128
D11224,T001,2023-08-07,2023-08-08,1304,1765.57,SKU-038,45
D11225,T001,2023-03-03,2023-03-22,392,548.01,SKU-082,37
D11226,T009,2023-09-23,2023-09-26,138,215.72,SKU-364,75
D11227,T001,2023-10-20,2023-11-02,1283,1509.77,SKU-563,144
D11228,T011,2023-02-17,2023-03-02,536,744.31,SKU-223,79
D11229,T003,2023-08-02,2023-08-11,178,142.59,SKU-446,50
D11230,T006,2023-07-28,2023-08-13,1580,2150.34,SKU-449,79
D11231,T012,2023-12-19,2023-12-22,1250,1969.18,SKU-238,44
D11232,T009,2023-11-17,2023-11-21,813,1139.83,SKU-253,180
D11233,T012,2023-07-02,2023-07-17,874,1127.14,SKU-107,144
D11234,T008,2023-07-14,2023-07-25,664,1097.26,SKU-448,131
D11235,T008,2023-04-16,2023-04-22,1153,1629.78,SKU-039,193
D11236,T006,2023-01-02,2023-01-09,1698,2846.64,SKU-487,181
D11237,T011,2023-01-06,2023-01-14,817,1180.11,SKU-195,45
D11238,T011,2023-11-14,2023-11-23,1663,2718.16,SKU-399,155
D11239,T012,2023-03-28,2023-04-02,1630,2606.67,SKU-143,49
D11240,T010,2023-01-25,2023-02-11,393,368.64,SKU-381,102
D11241,T012,2023-09-16,2023-09-18,125,154.65,SKU-281,110
D11242,T005,2023-03-20,2023-03-22,539,402.2,SKU-488,40
D11243,T003,2023-05-02,2023-05-06,1008,757.52,SKU-452,139
D11244,T009,2023-09-01,2023-09-11,1187,1562.08,SKU-483,102
D11245,T004,2023-04-28,2023-05-12,1491,1272.06,SKU-566,154
D11246,T012,2023-01-01,2023-01-10,1151,1597.87,SKU-056,195
D11247,T004,2023-11-01,2023-11-04,793,778.79,SKU-016,58
D11248,T007,2023-07-04,2023-07-10,1580,2153.25,SKU-247,24
D11249,T011,2023-10-16,2023-10-23,390,568.72,SKU-265,188
D11250,T006,2023-06-11,2023-06-19,710,936.84,SKU-085,56
D11251,T001,2023-09-04,2023-09-07,1474,2075.53,SKU-597,2
D11252,T012,2023-11-20,2023-11-22,1317,1861.26,SKU-497,162
D11253,T002,2023-01-28,2023-01-31,1518,1684.97,SKU-407,48
D11254,T002,2023-06-26,2023-06-29,378,471.28,SKU-551,191
D11255,T004,2023-03-03,2023-03-12,674,551.94,SKU-345,153
D11256,T005,2023-10-14,2023-10-23,1703,1329.02,SKU-195,79
D11257,T011,2023-10-18,2023-10-24,980,1280.51,SKU-446,17
D11258,T010,2023-06-20,2023-06-29,1108,871.76,SKU-177,83
D11259,T011,2023-03-04,2023-03-10,1389,1781.14,SKU-235,174
D11260,T012,2023-10-05,2023-10-10,1235,1948.28,SKU-478,163
D11261,T004,2023-09-12,2023-09-24,213,194.04,SKU-207,146
D11262,T009,2023-07-21,2023-07-30,634,862.55,SKU-477,4
D11263,T002,2023-04-20,2023-04-30,1543,1672.43,SKU-329,136
D11264,T004,2023-05-08,2023-05-12,1474,1260.95,SKU-435,134
D11265,T009,2023-03-23,2023-03-28,1012,1633.11,SKU-090,44
D11266,T011,2023-03-01,2023-03-15,374,512.02,SKU-353,22
D11267,T005,2023-08-07,2023-08-17,1080,740.31,SKU-130,175
D11268,T011,2023-12-13,2023-12-14,1078,1645.69,SKU-108,9
D11269,T012,2023-03-27,2023-04-02,502,764.2,SKU-108,189
D11270,T011,2023-06-23,2023-07-04,1407,1928.85,SKU-372,145
D11271,T005,2023-07-25,2023-08-02,1166,785.2,SKU-206,132
D11272,T001,2023-05-02,2023-05-13,1712,2250.65,SKU-176,136
D11273,T002,2023-05-20,2023-05-31,1573,1710.66,SKU-441,149
D11274,T008,2023-01-07,2023-01-12,225,352.17,SKU-552,151
D11275,T005,2023-04-20,2023-04-24,1176,782.47,SKU-364,50
D11276,T003,2023-04-24,2023-05-03,1412,1054.55,SKU-523,148
D11277,T002,2023-11-14,2023-12-01,1569,1778.44,SKU-436,147
D11278,T004,2023-02-05,2023-02-16,1558,1199.7,SKU-486,36
D11279,T009,2023-06-17,2023-07-01,130,213.35,SKU-176,117
D11280,T006,2023-07-12,2023-07-20,1783,2984.62,SKU-076,126
D11281,T008,2023-09-11,2023-09-18,146,220.09,SKU-457,115
D11282,T003,2023-04-24,2023-04-26,245,202.05,SKU-184,5
D11283,T005,2023-06-06,2023-06-12,715,599.33,SKU-580,140
D11284,T010,2023-11-17,2023-11-27,833,678.59,SKU-581,176
D11285,T011,2023-12-03,2023-12-16,1334,2165.26,SKU-211,139
D11286,T006,2023-06-04,2023-06-11,1592,2085.35,SKU-113,111
D11287,T006,2023-03-10,2023-03-16,936,1448.04,SKU-131,131
D11288,T007,2023-04-12,2023-04-19,1061,1741.19,SKU-354,166
D11289,T010,2023-06-11,2023-06-18,922,736.63,SKU-355,24
D11290,T004,2023-06-21,2023-07-07,634,546.82,SKU-408,100
D11291,T001,2023-06-11,2023-06-21,1722,2257.56,SKU-066,83
D11292,T011,2023-12-03,2023-12-19,189,314.34,SKU-057,148
D11293,T012,2023-01-06,2023-01-15,1643,2517.35,SKU-299,175
D11294,T009,2023-03-25,2023-04-09,43,67.91,SKU-468,101
D11295,T005,2023-01-27,2023-01-29,593,492.42,SKU-419,123
D11296,T001,2023-03-04,2023-03-10,829,1018.85,SKU-007,53
D11297,T011,2023-07-19,2023-07-26,1703,2274.17,SKU-140,125
D11298,T001,2023-05-03,2023-05-13,226,333.19,SKU-238,42
D11299,T004,2023-05-12,2023-05-24,1216,1210.26,SKU-568,141
D11300,T009,2023-11-27,2023-12-05,101,134.84,SKU-035,91
D11301,T001,2023-12-25,2023-12-30,435,597.89,SKU-187,51
D11302,T006,2023-03-19,2023-04-04,99,148.83,SKU-244,131
D11303,T011,2023-04-23,2023-04-24,1434,2331.61,SKU-510,186
D11304,T010,2023-04-27,2023-04-28,805,622.17,SKU-284,59
D11305,T004,2023-02-07,2023-02-14,312,258.26,SKU-178,183
D11306,T007,2023-01-22,2023-01-29,660,935.08,SKU-059,198
D11307,T003,2023-04-04,2023-04-05,836,572.75,SKU-499,94
D11308,T005,2023-02-02,2023-02-08,1220,977.1,SKU-177,107
D11309,T012,2023-09-16,2023-09-18,1730,2532.95,SKU-323,146
D11310,T007,2023-01-06,2023-01-12,1524,2417.85,SKU-320,108
D11311,T003,2023-07-04,2023-07-12,907,776.52,SKU-132,173
D11312,T007,2023-08-18,2023-08-25,1478,1987.38,SKU-558,43
D11313,T002,2023-04-10,2023-04-17,1791,2338.59,SKU-074,128
D11314,T001,2023-06-28,2023-07-09,1346,1625.24,SKU-477,80
D11315,T005,2023-07-17,2023-07-20,1490,1002.97,SKU-589,167
D11316,T001,2023-09-20,2023-09-28,1084,1279.97,SKU-124,99
D11317,T009,2023-09-16,2023-09-20,1061,1572.28,SKU-472,107
D11318,T003,2023-03-17,2023-03-27,783,598.66,SKU-280,162
D11319,T009,2023-11-08,2023-11-09,331,524.73,SKU-499,2
D11320,T010,2023-07-24,2023-07-25,1681,1399.76,SKU-447,80
D11321,T003,2023-01-22,2023-01-29,1647,1204.15,SKU-541,135
D11322,T009,2023-04-13,2023-04-30,1489,1985.11,SKU-315,41
D11323,T009,2023-10-26,2023-11-02,604,901.26,SKU-209,156
D11324,T008,2023-07-13,2023-07-22,462,765.79,SKU-365,12
D11325,T010,2023-05-09,2023-05-12,1529,1436.27,SKU-561,7
D11326,T010,2023-05-16,2023-05-28,1788,1760.02,SKU-199,24
D11327,T001,2023-03-23,2023-04-05,790,1101.65,SKU-251,71
D11328,T002,2023-03-14,2023-03-21,962,1332.38,SKU-306,158
D11329,T007,2023-04-12,2023-04-16,1785,2830.82,SKU-140,126
D11330,T001,2023-12-23,2023-12-26,1230,1396.07,SKU-380,52
D11331,T003,2023-06-02,2023-06-06,285,189.36,SKU-307,76
D11332,T006,2023-09-28,2023-10-14,1520,1989.55,SKU-572,185
D11333,T001,2023-03-11,2023-03-22,375,505.03,SKU-274,125
D11334,T012,2023-08-13,2023-08-23,47,66.0,SKU-314,159
D11335,T005,2023-07-19,2023-07-20,1656,1159.97,SKU-518,37
D11336,T005,2023-08-21,2023-08-24,890,667.38,SKU-402,5
D11337,T006,2023-06-28,2023-07-01,772,1174.36,SKU-597,54
D11338,T009,2023-02-12,2023-02-17,787,1091.12,SKU-346,175
D11339,T009,2023-11-23,2023-12-02,187,311.17,SKU-087,160
D11340,T011,2023-03-24,2023-04-04,226,289.1,SKU-034,188
D11341,T012,2023-02-21,2023-03-10,667,946.53,SKU-079,199
D11342,T009,2023-02-12,2023-02-27,686,942.11,SKU-193,81
D11343,T009,2023-05-14,2023-05-24,1178,1675.18,SKU-142,27
D11344,T010,2023-02-08,2023-02-20,112,112.12,SKU-323,161
D11345,T009,2023-07-16,2023-07-24,1225,1956.12,SKU-049,153
D11346,T010,2023-09-19,2023-09-27,1442,1254.27,SKU-116,10
D11347,T007,2023-04-10,2023-04-11,47,83.7,SKU-111,11
D11348,T008,2023-09-05,2023-09-14,812,1114.57,SKU-078,76
D11349,T004,2023-02-25,2023-03-02,823,797.94,SKU-068,146
D11350,T002,2023-06-19,2023-06-28,1438,1790.94,SKU-574,89
D11351,T012,2023-10-28,2023-11-01,1548,2365.75,SKU-154,153
D11352,T003,2023-12-02,2023-12-19,1258,935.61,SKU-197,40
D11353,T002,2023-02-07,2023-02-14,1247,1313.25,SKU-206,31
D11354,T007,2023-10-26,2023-11-03,969,1639.29,SKU-390,149
D11355,T003,2023-01-23,2023-02-11,859,606.53,SKU-169,159
D11356,T012,2023-02-18,2023-02-22,1698,2331.07,SKU-453,11
D11357,T005,2023-11-27,2023-12-15,185,156.09,SKU-110,19
D11358,T004,2023-02-17,2023-02-18,380,376.49,SKU-155,95
D11359,T010,2023-10-22,2023-10-28,1457,1455.33,SKU-322,131
D11360,T008,2023-11-24,2023-11-25,1172,1846.14,SKU-510,10
D11361,T011,2023-06-14,2023-06-22,1279,1929.19,SKU-117,102
D11362,T009,2023-06-24,2023-06-25,260,410.6,SKU-365,100
D11363,T009,2023-08-24,2023-08-30,490,734.92,SKU-551,97
D11364,T002,2023-04-25,2023-05-01,970,1043.2,SKU-018,150
D11365,T011,2023-10-17,2023-10-20,1200,1769.65,SKU-144,161
D11366,T012,2023-11-25,2023-12-03,775,1041.22,SKU-348,167
D11367,T004,2023-03-03,2023-03-11,1700,1456.56,SKU-179,120
D11368,T006,2023-01-22,2023-01-28,711,926.13,SKU-474,124
D11369,T011,2023-05-08,2023-05-09,866,1169.27,SKU-592,26
D11370,T009,2023-03-26,2023-04-01,618,867.55,SKU-532,157
D11371,T004,2023-05-21,2023-06-06,351,277.82,SKU-203,142
D11372,T010,2023-07-28,2023-08-07,798,776.98,SKU-344,37
D11373,T008,2023-03-18,2023-03-19,1301,1900.08,SKU-562,188
D11374,T002,2023-09-25,2023-10-02,1158,1312.14,SKU-412,147
D11375,T001,2023-02-19,2023-03-01,256,290.9,SKU-072,86
D11376,T008,2023-12-08,2023-12-27,1285,2144.63,SKU-289,162
D11377,T002,2023-06-15,2023-06-19,1321,1598.08,SKU-270,5
D11378,T003,2023-10-02,2023-10-03,282,231.99,SKU-122,153
D11379,T002,2023-07-10,2023-07-22,761,829.64,SKU-300,54
D11380,T008,2023-04-01,2023-04-07,627,1057.69,SKU-031,100
D11381,T008,2023-09-23,2023-09-28,114,198.86,SKU-565,127
D11382,T010,2023-06-05,2023-06-11,118,94.13,SKU-050,196
D11383,T006,2023-01-20,2023-01-23,439,654.99,SKU-156,32
D11384,T004,2023-05-27,2023-06-04,623,600.02,SKU-092,43
D11385,T004,2023-10-03,2023-10-16,1725,1310.99,SKU-299,166
D11386,T003,2023-12-21,2023-12-31,467,362.96,SKU-120,16
D11387,T010,2023-08-16,2023-08-22,1281,1140.74,SKU-528,81
D11388,T003,2023-11-19,2023-11-23,929,649.19,SKU-430,30
D11389,T009,2023-11-04,2023-11-06,1775,2657.83,SKU-096,9
D11390,T007,2023-09-25,2023-10-01,719,991.71,SKU-343,114
D11391,T004,2023-06-27,2023-07-02,1628,1311.94,SKU-209,194
D11392,T007,2023-03-17,2023-03-21,124,176.42,SKU-138,24
D11393,T001,2023-09-17,2023-09-21,594,760.16,SKU-483,1
D11394,T007,2023-05-23,2023-06-02,956,1474.73,SKU-377,1
D11395,T006,2023-02-06,2023-02-20,1132,1581.53,SKU-585,83
D11396,T007,2023-08-26,2023-09-07,924,1438.07,SKU-517,57
D11397,T004,2023-05-20,2023-05-21,1784,1628.51,SKU-372,149
D11398,T011,2023-12-26,2024-01-01,1392,1768.47,SKU-138,18
D11399,T007,2023-11-27,2023-12-10,603,887.09,SKU-214,185
D11400,T010,2023-06-13,2023-06-19,762,769.06,SKU-342,39
D11401,T002,2023-05-05,2023-05-11,742,791.0,SKU-141,11
D11402,T012,2023-05-24,2023-06-01,883,1294.26,SKU-472,168
D11403,T003,2023-01-03,2023-01-15,498,416.58,SKU-381,23
D11404,T005,2023-10-08,2023-10-15,977,751.43,SKU-447,91
D11405,T001,2023-01-11,2023-01-13,575,762.88,SKU-071,92
D11406,T005,2023-02-02,2023-02-14,529,421.71,SKU-361,30
D11407,T009,2023-08-14,2023-08-17,1759,2252.55,SKU-085,63
D11408,T012,2023-12-18,2023-12-28,1480,2114.2,SKU-239,55
D11409,T004,2023-01-10,2023-01-23,1451,1090.63,SKU-081,69
D11410,T009,2023-01-17,2023-01-18,1449,2011.52,SKU-176,200
D11411,T002,2023-04-11,2023-04-19,348,420.68,SKU-492,148
D11412,T007,2023-11-21,2023-11-30,86,118.94,SKU-506,195
D11413,T007,2023-07-10,2023-07-15,1765,2421.37,SKU-584,10
D11414,T004,2023-04-28,2023-05-06,1644,1326.99,SKU-509,195
D11415,T007,2023-01-13,2023-01-25,378,522.73,SKU-188,62
D11416,T002,2023-10-20,2023-10-29,1520,1981.96,SKU-329,47
D11417,T004,2023-03-26,2023-04-01,1649,1607.92,SKU-063,129
D11418,T009,2023-07-25,2023-07-30,1448,2369.45,SKU-537,194
D11419,T004,2023-07-16,2023-07-23,211,194.96,SKU-586,4
D11420,T005,2023-02-19,2023-03-05,1045,856.89,SKU-284,111
D11421,T004,2023-04-05,2023-04-12,443,423.33,SKU-366,188
D11422,T006,2023-07-09,2023-07-15,1728,2804.17,SKU-009,149
D11423,T006,2023-01-05,2023-01-06,1505,2232.71,SKU-001,55
D11424,T010,2023-12-22,2023-12-26,359,283.65,SKU-510,43
D11425,T006,2023-05-21,2023-05-23,371,530.49,SKU-157,184
D11426,T008,2023-06-08,2023-06-22,733,1247.2,SKU-091,165
D11427,T009,2023-12-26,2024-01-03,1686,2338.2,SKU-057,2
D11428,T005,2023-09-01,2023-09-06,368,293.03,SKU-163,38
D11429,T003,2023-03-03,2023-03-18,1030,699.17,SKU-276,109
D11430,T003,2023-11-09,2023-11-19,1430,1175.7,SKU-302,190
D11431,T005,2023-04-07,2023-04-08,331,261.28,SKU-212,77
D11432,T007,2023-10-08,2023-10-13,320,502.97,SKU-231,107
D11433,T007,2023-06-15,2023-06-20,1337,2008.74,SKU-543,16
D11434,T008,2023-08-23,2023-09-01,654,1021.39,SKU-293,99
D11435,T002,2023-09-04,2023-09-09,190,266.66,SKU-317,101
D11436,T005,2023-03-13,2023-03-19,1676,1212.62,SKU-086,191
D11437,T011,2023-10-16,2023-10-26,349,508.2,SKU-087,165
D11438,T007,2023-12-16,2023-12-22,1052,1663.83,SKU-090,200
D11439,T012,2023-04-20,2023-04-26,459,665.88,SKU-202,86
D11440,T010,2023-05-13,2023-05-18,363,282.08,SKU-043,172
D11441,T009,2023-07-22,2023-07-30,1745,2238.36,SKU-091,82
D11442,T007,2023-11-26,2023-12-08,511,777.38,SKU-074,154
D11443,T006,2023-01-28,2023-02-05,1195,2001.94,SKU-141,12
D11444,T007,2023-10-16,2023-10-17,1357,2198.09,SKU-297,174
D11445,T004,2023-07-12,2023-07-18,962,845.59,SKU-309,105
D11446,T010,2023-09-02,2023-09-12,1428,1161.12,SKU-567,41
D11447,T009,2023-12-27,2024-01-04,248,397.07,SKU-246,122
D11448,T011,2023-04-04,2023-04-10,1112,1488.13,SKU-140,23
D11449,T008,2023-09-01,2023-09-02,1203,1847.13,SKU-445,197
D11450,T005,2023-12-26,2023-12-30,477,305.96,SKU-130,200
D11451,T003,2023-10-17,2023-10-24,440,378.76,SKU-012,50
D11452,T012,2023-12-24,2024-01-03,1136,1712.52,SKU-093,188
D11453,T009,2023-10-22,2023-10-23,581,958.75,SKU-309,76
D11454,T012,2023-11-28,2023-12-04,1445,1882.09,SKU-220,190
D11455,T009,2023-04-24,2023-05-12,89,112.97,SKU-352,35
D11456,T012,2023-08-17,2023-08-21,1212,1474.57,SKU-341,153
D11457,T011,2023-11-02,2023-11-14,266,402.28,SKU-439,131
D11458,T008,2023-11-22,2023-11-30,1751,3064.04,SKU-464,3
D11459,T012,2023-08-13,2023-08-21,814,985.21,SKU-281,89
D11460,T003,2023-05-24,2023-05-25,369,247.87,SKU-255,113
D11461,T006,2023-12-06,2023-12-20,556,824.91,SKU-336,87
D11462,T003,2023-11-07,2023-11-14,684,496.4,SKU-257,20
D11463,T003,2023-11-21,2023-12-05,702,525.07,SKU-435,42
D11464,T006,2023-03-21,2023-03-24,765,1275.92,SKU-204,149
D11465,T011,2023-06-07,2023-06-13,141,179.67,SKU-484,146
D11466,T005,2023-08-06,2023-08-16,1109,829.63,SKU-021,56
D11467,T002,2023-12-12,2023-12-17,985,1228.72,SKU-108,94
D11468,T003,2023-04-12,2023-04-30,1213,872.6,SKU-395,139
D11469,T008,2023-01-22,2023-02-05,1300,2036.09,SKU-545,17
D11470,T010,2023-02-25,2023-03-02,1579,1377.96,SKU-109,195
D11471,T012,2023-01-13,2023-01-17,210,307.8,SKU-194,50
D11472,T004,2023-03-11,2023-03-17,44,36.68,SKU-327,41
D11473,T006,2023-05-03,2023-05-11,237,342.55,SKU-308,127
D11474,T006,2023-12-13,2023-12-20,477,632.44,SKU-051,169
D11475,T011,2023-03-04,2023-03-08,1481,2455.24,SKU-379,185
D11476,T012,2023-12-09,2023-12-16,1230,1689.75,SKU-530,115
D11477,T006,2023-06-25,2023-07-03,1712,2485.89,SKU-409,157
D11478,T010,2023-08-25,2023-09-07,1741,1439.95,SKU-525,124
D11479,T004,2023-08-09,2023-08-21,757,576.94,SKU-055,40
D11480,T005,2023-01-21,2023-02-03,1544,1204.3,SKU-402,135
D11481,T012,2023-01-02,2023-01-03,728,1075.28,SKU-395,67
D11482,T011,2023-11-21,2023-11-24,716,1195.19,SKU-444,127
D11483,T004,2023-09-01,2023-09-10,845,802.05,SKU-211,6
D11484,T011,2023-08-15,2023-08-16,865,1285.51,SKU-426,43
D11485,T003,2023-10-26,2023-11-04,1591,1037.79,SKU-225,127
D11486,T009,2023-06-22,2023-06-28,1372,2189.7,SKU-142,175
D11487,T012,2023-01-12,2023-01-25,637,919.96,SKU-210,191
D11488,T007,2023-07-05,2023-07-12,607,863.24,SKU-151,5
D11489,T006,2023-03-10,2023-03-14,160,223.07,SKU-304,73
D11490,T009,2023-08-12,2023-08-19,460,609.43,SKU-600,183
D11491,T007,2023-05-09,2023-05-18,547,954.93,SKU-433,58
D11492,T001,2023-01-11,2023-01-18,1458,2000.76,SKU-124,107
D11493,T007,2023-01-18,2023-01-24,967,1531.79,SKU-500,129
D11494,T002,2023-02-24,2023-02-28,286,345.47,SKU-147,179
D11495,T007,2023-11-22,2023-12-06,288,481.61,SKU-391,9
D11496,T007,2023-01-17,2023-01-22,1565,2301.78,SKU-588,25
D11497,T004,2023-08-16,2023-09-01,297,258.1,SKU-063,140
D11498,T006,2023-04-16,2023-04-23,1207,2037.23,SKU-091,149
D11499,T001,2023-11-06,2023-11-09,279,329.03,SKU-423,100
D11500,T011,2023-10-02,2023-10-08,823,1301.63,SKU-347,191
D11501,T007,2023-03-24,2023-03-30,802,1228.08,SKU-341,128
D11502,T007,2023-07-07,2023-07-11,806,1186.73,SKU-320,145
D11503,T007,2023-12-11,2023-12-20,290,452.73,SKU-278,11
D11504,T011,2023-01-26,2023-02-10,169,278.71,SKU-371,91
D11505,T010,2023-12-04,2023-12-06,116,99.51,SKU-339,87
D11506,T010,2023-07-02,2023-07-09,619,488.02,SKU-169,21
D11507,T009,2023-03-19,2023-03-30,138,191.97,SKU-287,194
D11508,T012,2023-07-25,2023-08-07,367,540.28,SKU-399,13
D11509,T011,2023-07-22,2023-08-05,1676,2579.99,SKU-015,101
D11510,T007,2023-08-25,2023-09-07,1395,2044.54,SKU-080,94
D11511,T008,2023-09-28,2023-10-02,384,548.42,SKU-595,135
D11512,T002,2023-11-13,2023-11-18,717,938.86,SKU-011,155
D11513,T009,2023-12-22,2024-01-01,88,122.86,SKU-446,70
D11514,T010,2023-08-20,2023-08-27,192,153.1,SKU-281,58
D11515,T005,2023-02-07,2023-02-15,342,234.96,SKU-410,40
D11516,T003,2023-05-02,2023-05-09,742,506.4,SKU-326,145
D11517,T002,2023-11-11,2023-11-20,264,357.09,SKU-165,197
D11518,T005,2023-03-16,2023-03-17,527,401.59,SKU-559,149
D11519,T010,2023-12-27,2024-01-02,1665,1276.16,SKU-172,26
D11520,T009,2023-12-04,2023-12-05,613,809.11,SKU-518,79
D11521,T011,2023-04-10,2023-04-18,310,498.61,SKU-212,172
D11522,T006,2023-10-27,2023-11-01,1744,2846.16,SKU-110,175
D11523,T006,2023-09-24,2023-09-30,1278,1923.96,SKU-534,20
D11524,T009,2023-07-16,2023-08-03,1470,1913.39,SKU-360,65
D11525,T003,2023-05-16,2023-05-29,1184,1002.71,SKU-447,163
D11526,T011,2023-05-14,2023-06-02,121,202.86,SKU-518,51
D11527,T006,2023-02-17,2023-02-25,855,1315.96,SKU-170,163
D11528,T003,2023-06-18,2023-06-24,1791,1488.48,SKU-106,167
D11529,T011,2023-08-23,2023-08-26,54,73.81,SKU-403,7
D11530,T006,2023-05-11,2023-05-23,1050,1658.02,SKU-155,58
D11531,T012,2023-08-04,2023-08-15,235,351.93,SKU-393,136
D11532,T007,2023-06-21,2023-06-30,1176,1963.33,SKU-360,81
D11533,T005,2023-10-11,2023-10-17,1099,919.91,SKU-271,118
D11534,T006,2023-06-10,2023-06-14,652,1046.07,SKU-491,6
D11535,T005,2023-02-25,2023-03-10,1064,680.86,SKU-571,73
D11536,T010,2023-04-08,2023-04-17,1196,1064.78,SKU-046,49
D11537,T009,2023-02-06,2023-02-14,1330,1866.63,SKU-266,41
D11538,T001,2023-02-17,2023-02-25,824,1105.82,SKU-347,155
D11539,T004,2023-05-12,2023-05-15,1052,804.13,SKU-587,16
D11540,T010,2023-01-19,2023-01-29,118,107.99,SKU-533,97
D11541,T007,2023-12-28,2024-01-01,1604,2822.67,SKU-371,194
D11542,T006,2023-01-13,2023-01-16,1596,2084.44,SKU-525,77
D11543,T012,2023-11-19,2023-11-26,788,1093.35,SKU-030,24
D11544,T001,2023-09-16,2023-09-17,847,1145.62,SKU-529,11
D11545,T004,2023-12-04,2023-12-07,1474,1465.48,SKU-427,189
D11546,T004,2023-06-20,2023-06-27,302,275.61,SKU-037,14
D11547,T010,2023-12-10,2023-12-19,1033,976.27,SKU-006,196
D11548,T006,2023-11-06,2023-11-17,1216,1756.27,SKU-003,39
D11549,T007,2023-07-03,2023-07-06,152,267.75,SKU-484,54
